   Time [MJD]         Obs. Residuals [mm]
57331.0251967593         -18.800
57331.0253472222          34.700
57331.0257523148          34.000
57331.0261458333          10.600
57331.0263657407           7.200
57331.0267013889           8.700
57331.0271527778         -27.000
57331.0273032407         -37.600
57332.0611342593          -0.800
57332.0615162037           2.000
57332.0618287037          -7.800
57332.0621875000          -7.500
57332.0625347222          -3.600
57332.0627430556           2.100
57328.0754745370          -5.700
57328.0756712963           2.200
57328.0761458333          -4.500
57328.0762731481         -15.100
57328.0770486111           1.200
57328.0775000000         -12.800
57328.0777777778         -13.400
57328.0780555556          11.100
57328.0785300926         -11.500
57328.0789004630          13.200
57328.0792361111          11.100
57328.0795254630         -24.200
57328.0799652778         -21.700
57328.0802083333         -26.800
57328.0805092593         -21.100
57328.0808333333         -17.600
57328.1573263889          10.000
57328.1576273148          -1.300
57328.1580555556         -10.400
57328.1582175926         -10.200
57328.1588310185          -9.600
57328.1590740741         -10.900
57328.1592592593         -10.700
57328.1612037037          25.500
57328.1618287037          13.000
57328.1620254630          85.900
57329.1143402778         -16.100
57329.1166203704          -6.900
57329.1169444444          -3.300
57329.1173495370          -8.000
57329.1176967593          -6.100
57329.1179398148           2.500
57329.1184027778           7.600
57329.2778703704           8.800
57329.2781481482           3.500
57329.2785300926          -5.800
57329.3644097222         -17.000
57329.3644791667         -20.100
57329.4442708333          11.900
57329.4444675926          18.400
57329.4447685185          23.100
57329.4451736111          10.700
57329.4454976852           6.800
57329.4458449074          12.800
57329.4460879630          11.700
57329.4465393518           7.800
57329.4469097222           7.200
57329.4471990741           8.100
57331.0236342593          57.600
57331.0239004630          -1.000
57331.0243981481          14.900
57331.0245833333           8.200
57331.0250925926           5.400
57331.0254745370          40.800
57331.0258101852          10.700
57331.0261458333          -3.200
57331.0264467593           7.300
57331.0267361111          -1.600
57331.0270833333          14.100
57331.0274652778           7.900
57331.0278125000          -5.600
57331.0281597222           8.200
57331.0284375000          -6.500
57331.0288310185          -3.200
57331.0291898148          -2.400
57331.0295601852          -4.500
57331.0298495370           1.300
57331.0301041667         -15.400
57331.1048958333           7.300
57331.1052777778         -13.300
57331.1056944444         -21.400
57331.1058680556         -14.500
57331.1063425926         -17.600
57331.1066203704         -14.600
57331.1069560185         -17.700
57331.1072106481          -9.300
57331.1077314815          -4.500
57331.1078703704          -4.200
57331.1108217593           2.800
57331.1110995370          18.900
57331.1879282407          10.600
57331.1882986111          -9.300
57331.1885648148          -1.100
57331.1889930556         -21.300
57331.1893055556          -8.600
57331.1896296296          -0.300
57331.1899652778          -3.500
57331.1902893518           4.800
57331.1906481481          -2.200
57331.1918518519          -5.300
57331.1919328704          -3.400
57331.1922685185          -3.900
57331.1927314815          -4.800
57331.1930092593          -6.800
57331.1934837963           3.300
57331.1936921296           4.000
57331.3525810185           7.000
57331.3528472222          20.400
57331.3531712963          14.100
57331.3534375000          12.400
57331.3569675926          -2.400
57331.4386689815          -4.900
57331.4388310185          -0.000
57331.4393171296          10.200
57331.4395601852          -5.300
57331.0241203704         -23.200
57331.0242476852         -11.100
57331.0247800926          -1.800
57331.0249421296           2.300
57331.0253703704          30.200
57331.0256365741          18.700
57331.0261458333           5.700
57331.0262847222           0.500
57331.0266782407         -35.600
57331.0271412037           4.500
57331.0273495370           7.500
57327.9142939815         -13.400
57327.9145486111           5.300
57327.9148032407         -12.800
57327.9154629630         -19.300
57327.9155324074           5.300
57327.9160879630         -12.100
57327.9164120370          -1.800
57327.9165740741          -9.200
57331.2810648148          16.300
57331.2813425926          27.000
57331.2815740741           5.400
57327.3970370370          20.300
57327.3972569444          18.200
57327.3975925926          23.700
57327.3978935185          26.100
57327.3982407407          23.400
57327.3986342593          22.600
57327.3992013889          12.600
57327.3996064815           9.500
57327.8167592593          -7.300
57327.8170370370         -18.800
57327.8173032407         -14.600
57327.8179629630          -5.300
57327.8185185185         -18.000
57328.2670601852          -8.500
57328.2714930556           0.400
57328.2719791667          -2.100
57328.2723148148           9.200
57328.2726157407          10.300
57328.2729398148          15.100
57328.2731597222          14.300
57328.3521990741          -5.900
57328.3525347222           0.100
57328.3527893519           1.800
57328.3531365741           8.400
57328.3534027778          14.000
57328.3538425926          12.400
57328.3540162037          12.300
57328.3545949074          15.800
57328.3556828704           9.800
57328.3559375000          21.200
57328.3562847222           7.300
57328.6940972222          -3.000
57328.6945601852           2.600
57328.6948379630          -7.900
57328.6951736111          -9.500
57328.6955439815         -11.200
57328.6958912037          -7.600
57328.6961342593          -9.400
57328.6965162037          -3.500
57328.6968981481          -3.000
57328.6972222222          -4.800
57328.6976157407          -2.300
57328.6980208333         -12.600
57328.6982870370         -17.300
57328.6985069444          -1.700
57328.7723032407          -0.000
57328.7725925926          -0.600
57328.7729629630          -2.900
57328.7732870370          -5.300
57328.7736226852          -0.100
57328.7739583333           8.200
57328.7743518519           9.900
57328.7747453704           4.600
57328.7750347222           0.500
57328.7753935185          10.400
57328.7756944444           9.700
57328.7760532407           3.200
57328.7764236111           6.700
57328.7767476852           5.300
57328.7771180556           5.300
57328.7774421296           9.400
57328.7778356482          12.700
57328.7781481482           1.800
57328.7784837963           1.900
57328.7788425926           7.900
57328.7792013889           6.000
57328.7795833333           3.500
57328.7799189815           9.300
57328.7801967593           7.500
57328.7805324074          17.200
57329.3889351852           0.700
57329.3895370370           9.200
57329.3907407407          -7.100
57329.3910416667         -12.200
57329.3913078704          -9.000
57329.3915277778         -11.300
57329.3919907407          -7.400
57329.3924074074          -8.900
57329.3926851852         -12.700
57329.6466319444         -11.000
57329.6469328704         -16.000
57329.6472222222         -16.900
57329.6476736111          -3.200
57329.6477893519         -12.000
57329.6483680556           5.200
57329.6486111111         -17.800
57329.6490046296         -15.600
57329.6492592593         -15.400
57329.6497106481         -11.500
57329.7277083333          25.800
57329.7285879630          20.000
57329.7288541667           9.400
57329.7292013889           5.800
57329.7295486111           0.700
57329.7298842593          -6.900
57329.7302314815          -5.900
57329.7305902778          -7.500
57329.7309143519          -6.200
57329.7312731482          -5.300
57329.7316087963          -6.600
57329.7319675926          -5.700
57329.7322800926          -2.700
57329.7326736111          -6.700
57329.7329976852          -5.700
57329.7333217593           1.600
57329.7337615741           7.100
57329.7340509259           7.900
57329.7344097222           3.500
57329.7346990741           3.500
57329.7351388889           2.300
57329.7353472222           0.700
57329.8108796296          -8.500
57329.8111574074          -9.800
57329.8113773148          -7.500
57329.8118518519          -9.100
57329.8121990741          -9.100
57329.8124537037          -9.300
57329.8127777778         -18.100
57329.8132060185          -5.500
57329.8135185185          -7.500
57329.8139351852         -10.800
57329.8141898148          -9.800
57329.8145486111          -2.700
57329.8149421296          -6.100
57329.8153240741          -8.300
57329.8154976852          -3.000
57330.2601851852           7.200
57330.2604745370           9.300
57330.2607754630           7.100
57330.2611574074           5.300
57330.2614930556           8.000
57330.2618518519          10.100
57330.2621527778           3.900
57330.2625000000           7.900
57330.2627777778           8.000
57330.2632060185          10.100
57330.2635416667          12.400
57330.2639004630           8.600
57330.2642245370           9.300
57330.2646064815          11.300
57330.2649652778          15.300
57330.2652893519           4.400
57330.2656134259          16.700
57330.2665046296          18.400
57330.3411226852          12.300
57330.3413310185          10.300
57330.3417013889           7.300
57330.3420254630           2.900
57330.3422916667           7.300
57330.3437847222          -8.500
57330.3441550926          -5.200
57330.3444791667          -8.700
57330.3448263889         -11.300
57330.3451620370         -14.000
57330.3454629630         -12.600
57330.3458912037          -8.300
57330.3462152778         -11.600
57330.3465740741          -8.900
57330.3468981481         -10.300
57330.3472106481          -8.000
57330.3493750000           6.300
57331.3005092593         -13.400
57331.3006944444         -18.300
57332.6799537037         -11.800
57332.6802314815         -13.900
57332.6805671296         -12.000
57332.6809259259         -12.500
57332.6812615741         -14.500
57332.6815740741         -10.900
57332.6818402778         -21.500
57332.7580092593         -14.800
57332.7582060185           4.600
57332.7608217593         -11.200
57332.7611226852         -15.000
57332.7614467593         -16.000
57332.7618981482         -12.400
57332.7621759259         -10.600
57332.7625231482         -10.900
57332.7628125000         -13.600
57332.7632523148         -14.600
57332.7635648148         -14.300
57332.7638888889         -14.000
57332.7642476852          -7.500
57332.7645833333          -2.900
57332.7649189815         -25.000
57332.7651504630          -8.400
57333.6334606481          12.500
57333.6336574074          10.500
57333.6340046296           2.600
57333.6343055556          -5.500
57333.6348726852          -5.700
57333.6349537037          -8.900
57333.6355671296         -13.500
57333.6357638889         -18.700
57333.6362615741         -26.300
57333.6365625000         -27.300
57333.6366666667         -33.000
57333.7142708333           0.700
57333.7146412037          -7.200
57333.7149768519          -8.800
57333.7152893519          -9.800
57333.7155555556          -6.200
57333.7161342593           3.600
57333.7163194444           5.900
57333.7166898148           9.300
57333.7170486111          10.000
57333.7173379630           9.500
57333.7176967593          13.800
57333.7181828704          15.300
57333.7184027778          13.600
57333.7187615741          17.000
57333.7191319444          18.100
57333.7194444444          22.500
57333.7196643519          20.600
57329.2663773148          -3.800
57329.2665972222          -3.200
57329.2670601852          -1.600
57329.2674421296          -1.100
57329.2676967593          -1.300
57329.2680555556           4.800
57329.2684259259           3.900
57329.2687615741           4.000
57329.2691782407          -0.100
57329.2694328704           0.000
57329.2699074074          -1.000
57329.2701736111          -7.400
57329.3465625000           1.000
57329.3468981481          -0.600
57329.3472453704           4.200
57329.3476041667           5.900
57329.3479513889           1.800
57329.3482870370           4.800
57329.3486342593           3.000
57329.3488541667          -0.400
57329.3497569444           2.900
57329.3500462963           7.300
57329.3503819444           2.700
57329.3507175926           2.200
57329.3510532407          -1.800
57329.3514351852          -6.400
57329.3517245370          -8.200
57329.3520949074          -8.800
57329.3524537037          -9.600
57329.3528009259         -10.000
57329.4272337963           2.200
57329.4274768519          -1.200
57329.4278125000          -1.100
57329.4281365741           1.100
57329.4284606482           2.800
57329.4288425926          -0.200
57329.4291898148          -5.100
57329.4295601852          -4.300
57329.4298379630          -3.100
57329.4344328704         -22.100
57329.4346643519         -14.200
57329.6848958333         -10.600
57329.6849884259          -6.600
57329.6853356482           2.200
57329.6856828704          15.800
57329.6860995370           6.100
57329.6865162037          -1.300
57329.6867361111           2.400
57329.6872222222           1.200
57329.6875115741          -1.000
57329.6878935185           1.500
57329.6882754630          -0.100
57329.6885300926          -5.900
57329.6889120370          -3.800
57329.6891550926           1.000
57329.6894907407           0.300
57329.6898726852          -9.100
57329.6901851852          -9.900
57329.6905092593          -4.700
57329.7667824074           4.400
57329.7670601852           2.900
57329.7673842593           1.600
57329.7677083333          -1.400
57329.7680671296          -0.800
57329.7684722222           3.700
57329.7687615741           2.600
57329.7691203704           4.400
57329.7694212963           4.400
57329.7698495370           5.800
57329.7701041667          -1.300
57329.7704398148           5.700
57329.7718634259         -13.400
57329.8497800926         -16.000
57329.8500462963         -10.100
57329.8502314815          -1.700
57329.8506944444         -11.300
57330.3048958333           4.000
57330.3052199074           3.100
57330.3055671296          -4.700
57330.3059259259          -5.200
57330.3062731481          -7.700
57330.3066087963         -10.700
57330.3069328704          -4.400
57330.3072222222          -0.200
57330.3077199074           0.300
57330.3078819444           5.500
57330.7227083333          10.800
57330.7228819444          10.100
57330.7232523148          10.700
57330.7240856482           6.400
57330.7243865741           2.100
57330.7246643519           1.700
57330.7250000000           6.000
57330.7254050926           1.900
57330.7257407407           9.500
57330.7260648148           0.600
57330.7264930556          -3.200
57330.7267592593          -5.100
57330.7270949074          -4.100
57330.7274652778          -5.800
57330.7277777778         -12.100
57330.7282407407          -3.400
57330.8028819444           5.100
57330.8031597222           2.300
57330.8035069444           2.400
57330.8038425926           4.500
57330.8041898148          -1.200
57330.8045023148          -2.100
57330.8048842593          -1.400
57330.8052314815          -0.100
57330.8056018519          -2.500
57330.8059259259          -8.300
57330.8062384259          -6.800
57330.8065625000         -10.900
57328.8114930556         -21.400
57328.8117708333          -6.600
57328.8121180556         -13.000
57328.8124305556          -2.600
57328.8897106481          -0.200
57328.8900000000           0.200
57328.8903009259          -6.300
57328.8907060185          -5.800
57328.8909953704          -7.000
57328.8913773148          -7.600
57328.8916898148          -8.200
57328.8920601852         -13.200
57328.8923842593          -7.900
57328.8927314815          -4.500
57328.8930902778          -3.500
57328.8934027778          -5.600
57328.8937152778          -0.800
57328.8942361111           0.600
57328.8949074074           5.800
57328.8951388889           5.000
57328.8955208333           3.600
57328.8958449074           1.300
57328.8961805556           6.000
57328.8965393519           4.000
57328.8968981481          11.200
57328.8972222222           6.500
57328.8974884259          15.100
57331.8387268518           6.900
57331.8389699074           7.500
57331.8392824074          10.900
57331.8396412037          -0.800
57331.8399421296           1.600
57331.8403009259           0.600
57331.8406365741           3.300
57331.8410185185          -0.600
57331.8413541667           0.900
57331.8416782407          -5.000
57331.8420370370           1.600
57331.8423611111          -2.800
57331.8426967593          -3.500
57331.8431481481          -1.200
57331.8433912037          -1.800
57331.8436689815           6.700
57331.8442476852          10.200
57331.8445138889          -1.400
57331.8448032407          -2.000
57331.8451620370          -0.800
57331.8454976852          -5.000
57331.8458217593           1.000
57331.8461458333          -1.800
57331.9212152778          -7.800
57331.9215277778          -5.600
57331.9218981481          -7.800
57331.9221990741          -5.900
57331.9226041667          -1.600
57331.9229745370          -5.300
57331.9232291667           2.300
57331.9235879630           1.400
57331.9239120370           1.800
57332.7942708333          22.300
57332.7945023148          23.200
57332.7948495370          20.800
57332.7951157407          18.200
57332.7955092593          17.100
57332.7958564815          12.200
57332.7962152778          11.800
57332.7965625000           7.500
57332.7968981481           6.900
57332.7972569444           3.000
57332.7975925926           0.700
57332.7979282407           1.400
57332.7982754630          -4.100
57332.7986111111          -5.800
57332.7989930556          -6.900
57332.7993402778         -11.300
57332.7996643518          -8.200
57332.7999074074         -14.200
57332.8754629630          11.100
57332.8757175926           5.400
57332.8760648148           3.200
57332.8764351852          -0.800
57332.8767592593          -2.700
57332.8770370370          -1.600
57332.8775347222           1.500
57332.8778125000          -1.100
57332.8781250000          -0.100
57332.8784953704          -3.100
57332.8788541667          -5.900
57332.8791666667          -1.000
57332.8795486111           2.200
57332.8798842593           0.800
57332.8800578704          -3.900
57332.8820486111          -3.500
57332.8823032407           6.900
57332.8826388889           3.300
57332.8830555556          11.700
57332.8832638889          12.900
57327.0629861111          12.400
57327.0633217593          28.400
57327.0635532407          20.200
57327.0637731481          17.900
57327.0642245370           8.900
57327.0644675926          10.900
57327.0656597222         -14.400
57327.0658912037          -6.900
57327.0662731481         -26.700
57327.0666666667         -23.400
57327.0670370370         -28.200
57327.0673958333         -31.200
57327.0677199074         -29.400
57328.0184953704          18.200
57328.0187384259          12.600
57328.0190856481           9.200
57330.0091666667           4.200
57330.0092824074           1.900
57330.0096412037          -1.800
57330.0101388889          -3.300
57330.0105208333           1.500
57330.0106944444          -1.500
57330.9645833333         -33.500
57330.9649537037         -22.600
57330.9655671296         -27.000
57330.9664814815         -13.400
57330.9667013889         -13.200
57330.9700000000          13.900
57330.9709027778          -2.200
57330.9714467593          24.000
57330.9719328704           7.000
57330.9720833333          36.200
57327.1338425926          22.500
57327.1341550926          21.000
57327.1344097222          22.900
57327.1346064815          19.900
57327.2146759259           0.400
57327.2149537037           3.700
57327.2153240741          -1.600
57327.2156597222          -6.500
57327.2159953704          -4.500
57327.2163310185          -4.200
57327.2167013889          -4.800
57327.2170023148          -6.700
57327.2190972222          10.700
57327.7536689815          -1.000
57327.7538425926           4.800
57327.7542013889           2.800
57327.7545370370          -2.100
57327.7548611111          -1.400
57327.7552546296          -6.000
57327.7555671296          -7.000
57327.7559259259         -11.500
57327.7562847222         -12.700
57327.7566435185         -13.800
57327.7569444444         -12.100
57327.7572916667         -13.100
57327.7575231481         -18.300
57327.8368634259         -10.800
57327.8370370370          -7.800
57327.8374768519          -3.200
57327.8378125000           6.200
57327.8385648148           3.200
57327.8389236111           2.900
57327.8392592593           1.400
57327.8395370370           0.600
57329.7455555556          -3.000
57329.7458449074          -6.900
57329.7462037037          -2.800
57329.7465509259          -2.700
57329.7468865741          -1.400
57329.7472337963          -1.200
57329.7475694444          -4.300
57329.7479513889          -6.000
57329.7482638889          -2.300
57329.7486458333           6.500
57329.7489236111           4.300
57329.8244212963           1.200
57329.8246412037          18.600
57329.8250115741           5.500
57329.8253935185           2.600
57329.8256944444          -3.800
57331.1191782407          -3.200
57331.1194097222          -4.900
57331.1198495370          -3.400
57331.1201504630           4.800
57331.1204861111           4.300
57331.2016319444          18.000
57331.7383680556          22.600
57331.7385416667          23.800
57331.8199537037         -16.900
57331.8201620370         -16.700
57331.8204861111         -16.500
57331.8208217593         -19.400
57331.7722685185           9.200
57331.7725347222          15.400
57327.1965740741          28.400
57327.1968865741          28.400
57327.1972569444          30.800
57327.1975810185          33.200
57327.1979513889          27.900
57327.1982754630          27.700
57327.1986342593          23.700
57327.1989814815          16.800
57327.1993287037          16.700
57327.1996759259          11.800
57327.2000462963           9.000
57327.2003587963           7.800
57327.2007407407           3.200
57327.2010532407          -3.500
57327.2014004630          -2.300
57327.2017592593          -6.600
57327.2020949074         -10.500
57327.2024421296          -4.300
57327.2027893518          -7.600
57327.2031250000         -12.500
57327.2034953704         -11.400
57327.2038541667         -12.400
57327.2042013889         -11.900
57327.2045254630         -17.600
57327.2048495370         -24.100
57327.2051620370         -26.900
57327.4487731481          10.400
57327.4489814815          12.500
57327.4492361111          14.500
57327.4495717593          19.200
57327.4507407407          28.100
57327.4510763889          18.800
57327.4514120370          20.900
57327.4517476852          20.300
57327.4520833333          20.300
57327.4524421296          18.900
57327.4528009259          14.800
57327.4531712963          15.600
57327.4535069444          15.000
57327.4538310185          14.000
57327.4541898148          13.100
57327.4545370370          13.600
57327.4548726852          11.300
57327.4551851852           7.000
57327.4556018518           3.000
57327.4558796296           9.200
57327.5312037037          -6.900
57327.5341550926          -0.000
57327.5344212963          -5.300
57327.5345833333          -7.600
57327.5362847222          -2.500
57327.5365046296          -3.000
57327.5368287037          -3.900
57327.5371759259          -6.400
57327.5373611111          -3.700
57327.5392824074          -8.500
57327.5394560185          -3.600
57328.0717013889          11.400
57328.0719791667          -1.200
57328.0721064815          -4.200
57328.0744675926         -16.100
57328.0746759259         -23.100
57328.0749074074         -25.700
57328.1508217593          13.200
57328.1510532407          17.700
57328.1514004630          12.500
57328.1517476852          10.000
57328.1521064815           5.200
57328.1524652778          11.500
57328.1528009259          25.400
57328.1531481481          13.600
57328.1534953704           9.100
57328.1538194444           7.300
57328.1542013889           2.800
57328.1545138889           3.500
57328.1548611111           0.900
57328.1551736111           0.900
57328.1557175926          -7.200
57328.1563773148           6.100
57328.1566319444           8.400
57328.1568518518           6.200
57328.1578356481          10.800
57328.1579861111          11.400
57328.1582407407           7.700
57328.1592013889           6.100
57328.1594097222           4.600
57328.1596180555          -0.500
57328.1606018519           0.800
57328.1607870370          -1.800
57328.1610185185         -10.400
57328.2357870370          11.800
57328.2360879630          11.400
57328.2385879630          -2.100
57328.2388541667          -3.500
57328.2413888889          -2.800
57328.2417708333          -8.900
57328.2420254630          -9.400
57328.2423958333         -13.500
57328.2427430556         -13.400
57328.4036574074           9.300
57328.4039699074           6.500
57328.4040740741           8.400
57328.4052083333           8.500
57328.4056018518           7.200
57328.4059259259           5.900
57328.4062615741           4.600
57328.4066203704           5.000
57328.4069791667           3.900
57328.4073148148           4.500
57328.4076504630           4.000
57328.4080092593           3.100
57328.4083680555           1.500
57328.4087037037           0.000
57328.4090625000          -1.600
57328.4093865741          -1.300
57328.4096412037           1.700
57328.4852083333         -15.000
57328.4854513889         -11.500
57328.4857754630          -7.900
57328.4861458333         -12.400
57328.4864930555         -10.900
57328.4868287037         -12.300
57328.4871875000          -2.000
57328.4875231481          -3.900
57328.4878819444           6.800
57328.4882291667          13.300
57328.4885763889          12.600
57328.4889120370           1.200
57328.4892476852          -2.900
57328.4896180556          -2.600
57328.4899421296          -2.000
57328.4903009259          -2.900
57328.4906481481          -1.600
57328.4910069444          -0.200
57328.4913310185           0.900
57328.4917129630           3.700
57328.4920370370           3.800
57328.4923958333           9.100
57328.4927314815           4.100
57328.4930787037           5.600
57328.4934143518           4.400
57328.4937615741           8.900
57328.4941319444          12.300
57328.4944791667          21.800
57328.4948032407          14.000
57328.4950925926           6.500
57328.5685763889         -16.100
57328.5687731481         -13.100
57328.5691203704         -12.700
57328.5694560185         -11.600
57328.5698032407         -13.700
57328.5701620370         -13.800
57328.5705092593         -13.000
57328.5708564815         -10.000
57328.5712037037          -8.500
57328.5715509259          -5.700
57328.5718865741          -5.300
57328.5722453704          -2.600
57328.5725810185          -0.300
57328.5728472222          -1.300
57329.1083796296           6.000
57329.1086805556           0.400
57329.1090509259          -2.200
57329.1093981481           5.600
57329.1097685185           5.000
57329.1100925926           1.700
57329.1104166667           3.200
57329.1107986111          -0.200
57329.1111458333          -1.100
57329.1114930555          -3.000
57329.1118171296          -2.700
57329.1121759259          -3.200
57329.1125231481          -1.400
57329.1128240741           1.600
57329.1132291667           1.500
57329.1135532407           2.800
57329.1139236111          10.200
57329.1142592593          19.000
57329.1146180556          11.400
57329.1149768519           9.700
57329.1152893519           2.000
57329.1156597222           3.400
57329.1159722222           1.600
57329.1928125000         -12.900
57329.1929976852         -11.000
57329.1942013889          -7.000
57329.1944560185         -14.000
57329.1955671296          -9.000
57329.1958564815          -8.500
57329.1968865741          -3.900
57329.1976967593          -0.400
57329.1979513889          -4.300
57329.1982986111          -3.500
57329.1986458333          -3.800
57329.1988194444          -0.600
57330.0633449074           6.200
57330.0636111111          -0.000
57330.0639120370           3.700
57330.0642708333           0.200
57330.0646064815          -0.300
57330.0649305555           4.600
57330.0653125000           5.400
57330.0656597222          -0.500
57330.0659953704           1.900
57330.0663541667           3.400
57330.0667013889           3.300
57330.0670254630           5.300
57330.0673958333           5.400
57330.0677314815           6.600
57330.0680671296          10.100
57330.0684375000          10.400
57330.0687500000           9.900
57330.0691203704          11.200
57330.0694675926          12.500
57330.0698148148          12.900
57330.0700694444          10.300
57330.1448842593         -17.000
57330.1451273148         -14.000
57330.1454976852         -15.800
57330.1458564815         -14.500
57330.1461342593         -13.200
57330.1465509259          -3.700
57330.1469097222          -7.700
57330.1472916667         -12.600
57330.1475810185          -8.700
57330.1479398148         -11.700
57330.1483333333         -13.900
57330.1486111111         -12.200
57330.1489351852          -8.100
57330.1493750000          10.300
57330.1496875000          15.300
57330.1499305556          12.000
57330.3966319444          -2.500
57330.3968750000          -2.100
57330.3973148148          -0.200
57330.3976041667          -6.300
57330.3979398148          -2.700
57330.3982870370          -5.800
57330.3986342593          -7.200
57330.3990046296          -6.400
57330.3993171296          -8.900
57330.3996875000          -8.200
57330.4000347222          -9.500
57330.4003587963         -12.400
57330.4007175926         -12.600
57330.4010879630         -13.800
57330.4014120370         -14.800
57330.4017476852         -14.700
57330.4019907407         -15.000
57330.4796064815          10.600
57330.4798842593          10.500
57330.4802430556          10.700
57330.4805555556           9.500
57330.4809259259          17.400
57330.4812500000          20.800
57330.4823958333           2.100
57330.4826504630           2.400
57330.4830324074          -6.100
57330.4833564815          -7.700
57330.4836921296          -7.000
57330.4840277778          -8.700
57330.4851388889          -3.800
57330.4854282407          -9.100
57330.4857754630          -9.500
57330.4861226852         -12.500
57330.4864930555         -14.800
57330.4868171296          -9.800
57330.4871412037           1.800
57330.4875347222          -3.300
57330.4878472222         -10.800
57330.4882175926          -5.700
57330.4884953704          -6.300
57331.0994560185           7.900
57331.0996990741           3.400
57331.1000347222          -2.800
57331.1003819444           4.500
57331.1007175926          -3.800
57331.1010648148           1.700
57331.1014004630          -4.900
57331.1017592593          -5.900
57331.1020949074          -2.100
57331.1024537037          -7.100
57331.1028009259          -1.300
57331.1031481481          -5.800
57331.1035069444          -5.600
57331.1038425926          -7.900
57331.1041782407          -7.100
57331.1045370370          -4.600
57331.1048842593          -2.300
57331.1052314815          -2.700
57331.1055787037           0.400
57331.1059375000           3.200
57331.1062847222          -2.900
57331.1066319444           0.300
57331.1069791667           3.000
57331.1073263889          -2.600
57331.1076620370           0.500
57331.1079976852           2.700
57331.1083564815          -0.200
57331.1086921296           3.600
57331.1090393518          -6.300
57331.1092245370          -2.000
57331.1854745370         -12.600
57331.1857870370         -11.300
57331.1861226852         -13.400
57331.1864814815         -16.800
57331.1868287037         -20.500
57331.1871759259         -17.900
57331.1875462963         -14.500
57331.1878819444          -8.500
57331.1882175926          -0.600
57331.1885763889          -6.700
57331.1889120370         -12.400
57331.1892592593          -9.700
57331.1896064815          -9.300
57331.1899537037          -4.500
57331.1903125000          -8.600
57331.1906365741          -1.900
57331.1909953704          -7.400
57331.1913194444          -6.200
57331.1916087963          -5.600
57331.4341087963           2.600
57331.4342476852          -2.600
57331.4352199074           5.600
57331.4354398148           4.200
57331.4357986111           7.100
57331.4361111111          11.200
57331.4364699074           7.300
57331.4368287037           4.400
57331.4371643518           0.300
57331.4374884259           0.200
57331.4378587963          -4.000
57331.4382060185          -4.900
57331.4385763889          -6.000
57331.4389120370          -7.300
57331.4392824074          -8.000
57331.4395949074         -11.000
57331.4399537037          -8.800
57331.4403009259         -11.400
57331.4406365741         -13.900
57331.4409953704         -13.800
57331.4413310185         -13.800
57331.4416898148         -16.300
57331.4420254630         -18.900
57331.4423032407         -11.200
57331.5157870370           1.500
57331.5159837963          -2.300
57331.5163425926           4.400
57331.5167013889           6.000
57331.5170601852           3.300
57331.5173842593           3.100
57331.5177083333           7.100
57331.5181018518           5.000
57331.5184027778           7.600
57331.5187731481          10.400
57331.5191319444           8.600
57331.5194560185           9.400
57331.5198032407           5.600
57331.5201620370           6.300
57331.5205092593           6.500
57331.5208217593           4.800
57331.5212268519           4.300
57331.5215393519           3.900
57331.5218865741           3.100
57332.3917824074           7.900
57332.3920601852           4.000
57332.3923726852          10.700
57332.3927083333           5.700
57332.3930902778          -1.100
57332.3934027778          -3.800
57332.3937731481          -5.600
57332.3941203704          -8.300
57332.3944444444          -9.900
57332.3948032407         -16.800
57332.3951620370         -13.200
57332.3955092593         -14.800
57332.3957638889         -14.100
57332.4716203704          -2.600
57332.4719097222          -0.100
57332.4722685185           8.900
57332.4726041667           6.000
57332.4729282407           7.700
57332.4732754630          10.100
57332.4736458333          17.100
57332.4739930556          17.800
57332.4743171296          15.200
57332.4746875000          15.300
57332.4750115741           9.500
57332.4753819444           6.400
57332.4757060185          -0.800
57332.4760879630          -6.100
57332.4764004630          -4.800
57332.4767592593          -6.500
57332.4771064815          -7.900
57332.4774537037          -7.100
57332.4778125000         -10.600
57332.4782060185         -11.300
57332.4784837963         -10.200
57332.4788541667         -10.700
57332.4791782407         -16.200
57332.4795254630         -14.800
57332.4798726852         -13.500
57332.4802314815         -12.900
57332.4805787037         -10.800
57332.4809143519          -3.700
57332.4812731481          -4.600
57332.4815393519          -4.400
57332.5550462963         -18.000
57332.5552199074         -14.300
57332.5555787037         -14.300
57332.5559143518         -12.300
57332.5562962963         -10.200
57332.5566203704          -9.800
57332.5569328704          -8.000
57332.5573032407          -6.700
57332.5576504630          -6.900
57332.5580439815          -5.000
57332.5583217593          -2.900
57332.5585879630          -2.900
57333.0918171296           6.900
57333.0920370370           5.500
57333.0922453704           2.600
57333.0931712963           3.200
57333.0934375000           0.500
57333.0936342593          -2.200
57333.0945949074          -1.700
57333.0947569444          -6.200
57333.0950578704          -7.200
57333.1756944444          21.200
57333.1759490741          24.500
57333.1784490741          20.500
57333.1788425926          20.500
57333.1791782407          16.600
57333.1795486111          18.500
57333.1798842593          18.300
57333.1802314815          16.900
57333.1805787037          23.600
57333.1808912037          26.100
57333.1812847222          21.400
57333.1816203704          18.800
57333.1819675926          14.800
57333.1823032407          21.600
57333.1826620370          17.700
57333.1829976852          15.600
57333.1833564815          14.400
57333.1837152778           8.500
57333.1840509259           8.400
57333.1842939815           6.900
57333.4265393519          -3.800
57333.4267476852           0.700
57333.4271064815          -2.700
57333.4274421296          -3.100
57333.4278009259           3.300
